Year,UNIT_MEASURE,Regions,Area,Sex,Age,Value
2019,Percent,Akmola,,Male,,4.7
2019,Percent,Aktobe,,Male,,5.2
2019,Percent,Almaty,,Male,,3.3
2019,Percent,Atyrau,,Male,,4.8
2019,Percent,Batys Kazakhstan,,Male,,4.6
2019,Percent,Zhambyl,,Male,,4.6
2019,Percent,Karagandy,,Male,,3.3
2019,Percent,Kostanay,,Male,,4.6
2019,Percent,Kyzylorda,,Male,,4.8
2019,Percent,Mangistau,,Male,,3.3
2019,Percent,Pavlodar,,Male,,4.6
2019,Percent,Soltustik Kazakhstan,,Male,,5.0
2019,Percent,Turkistan,,Male,,4.7
2019,Percent,Shygys Kazakhstan,,Male,,4.3
2019,Percent,Nur-Sultan city,,Male,,4.2
2019,Percent,Almaty city,,Male,,4.3
2019,Percent,Shymkent city,,Male,,4.9
2019,Percent,,,Female,,5.3
2019,Percent,Akmola,,Female,,4.8
2019,Percent,Aktobe,,Female,,4.3
2019,Percent,Almaty,,Female,,5.9
2019,Percent,Atyrau,,Female,,4.9
2019,Percent,Batys Kazakhstan,,Female,,5.1
2019,Percent,Zhambyl,,Female,,5.0
2019,Percent,Karagandy,,Female,,5.6
2019,Percent,Kostanay,,Female,,4.8
2019,Percent,Kyzylorda,,Female,,4.9
2019,Percent,Mangistau,,Female,,6.6
2019,Percent,Pavlodar,,Female,,4.8
2019,Percent,Soltustik Kazakhstan,,Female,,4.6
2019,Percent,Turkistan,,Female,,5.5
2019,Percent,Shygys Kazakhstan,,Female,,5.4
2019,Percent,Nur-Sultan city,,Female,,4.6
2019,Percent,Almaty city,,Female,,5.8
2019,Percent,Shymkent city,,Female,,5.4
2019,Percent,,Population of urban areas,,,4.8
2019,Percent,Akmola,Population of urban areas,,,4.3
2019,Percent,Aktobe,Population of urban areas,,,4.7
2019,Percent,Almaty,Population of urban areas,,,5.0
2019,Percent,Atyrau,Population of urban areas,,,4.5
2019,Percent,Batys Kazakhstan,Population of urban areas,,,4.8
2019,Percent,Zhambyl,Population of urban areas,,,5.3
2019,Percent,Karagandy,Population of urban areas,,,4.6
2019,Percent,Kostanay,Population of urban areas,,,5.2
2019,Percent,Kyzylorda,Population of urban areas,,,4.6
2019,Percent,Mangistau,Population of urban areas,,,4.7
2019,Percent,Pavlodar,Population of urban areas,,,4.8
2019,Percent,Soltustik Kazakhstan,Population of urban areas,,,4.7
2019,Percent,Turkistan,Population of urban areas,,,4.6
2019,Percent,Shygys Kazakhstan,Population of urban areas,,,4.6
2019,Percent,Nur-Sultan city,Population of urban areas,,,4.4
2019,Percent,Almaty city,Population of urban areas,,,5.1
2019,Percent,Shymkent city,Population of urban areas,,,5.1
2019,Percent,,Population of rural areas,,,4.8
2019,Percent,Akmola,Population of rural areas,,,5.1
2019,Percent,Aktobe,Population of rural areas,,,4.9
2019,Percent,Almaty,Population of rural areas,,,4.5
2019,Percent,Atyrau,Population of rural areas,,,5.2
2019,Percent,Batys Kazakhstan,Population of rural areas,,,4.9
2019,Percent,Zhambyl,Population of rural areas,,,4.4
2019,Percent,Karagandy,Population of rural areas,,,3.6
2019,Percent,Kostanay,Population of rural areas,,,4.3
2019,Percent,Kyzylorda,Population of rural areas,,,5.0
2019,Percent,Mangistau,Population of rural areas,,,4.9
2019,Percent,Pavlodar,Population of rural areas,,,4.3
2019,Percent,Soltustik Kazakhstan,Population of rural areas,,,5.0
2019,Percent,Turkistan,Population of rural areas,,,5.2
2019,Percent,Shygys Kazakhstan,Population of rural areas,,,5.2
2019,Percent,,,,16-24,3.6
2019,Percent,,,,25-28,3.9
2019,Percent,,,,29-34,6.7
2019,Percent,,,,35-44,4.5
2019,Percent,,,,45-54,4.3
2019,Percent,,,,55-64,5.1
2019,Percent,Akmola,,,16-24,2.9
2019,Percent,Akmola,,,25-28,3.0
2019,Percent,Akmola,,,29-34,6.2
2019,Percent,Akmola,,,35-44,5.7
2019,Percent,Akmola,,,45-54,5.9
2019,Percent,Akmola,,,55-64,3.0
2019,Percent,Aktobe,,,16-24,3.6
2019,Percent,Aktobe,,,25-28,3.0
2019,Percent,Aktobe,,,29-34,6.0
2019,Percent,Aktobe,,,35-44,4.1
2019,Percent,Aktobe,,,45-54,4.6
2019,Percent,Aktobe,,,55-64,6.9
2019,Percent,Almaty,,,16-24,3.2
2019,Percent,Almaty,,,25-28,2.6
2019,Percent,Almaty,,,29-34,6.8
2019,Percent,Almaty,,,35-44,3.6
2019,Percent,Almaty,,,45-54,2.2
2019,Percent,Almaty,,,55-64,11.1
2019,Percent,Atyrau,,,16-24,1.6
2019,Percent,Atyrau,,,25-28,3.4
2019,Percent,Atyrau,,,29-34,7.5
2019,Percent,Atyrau,,,35-44,4.9
2019,Percent,Atyrau,,,45-54,5.1
2019,Percent,Atyrau,,,55-64,4.9
2019,Percent,Batys Kazakhstan,,,16-24,3.8
2019,Percent,Batys Kazakhstan,,,25-28,3.8
2019,Percent,Batys Kazakhstan,,,29-34,6.6
2019,Percent,Batys Kazakhstan,,,35-44,4.3
2019,Percent,Batys Kazakhstan,,,45-54,4.6
2019,Percent,Batys Kazakhstan,,,55-64,6.0
2019,Percent,Zhambyl,,,16-24,2.7
2019,Percent,Zhambyl,,,25-28,2.9
2019,Percent,Zhambyl,,,29-34,7.6
2019,Percent,Zhambyl,,,35-44,4.6
2019,Percent,Zhambyl,,,45-54,5.1
2019,Percent,Zhambyl,,,55-64,5.8
2019,Percent,Karagandy,,,16-24,5.5
2019,Percent,Karagandy,,,25-28,4.2
2019,Percent,Karagandy,,,29-34,4.4
2019,Percent,Karagandy,,,35-44,4.2
2019,Percent,Karagandy,,,45-54,4.6
2019,Percent,Karagandy,,,55-64,4.4
2019,Percent,Kostanay,,,16-24,3.1
2019,Percent,Kostanay,,,25-28,3.5
2019,Percent,Kostanay,,,29-34,9.2
2019,Percent,Kostanay,,,35-44,5.0
2019,Percent,Kostanay,,,45-54,4.3
2019,Percent,Kostanay,,,55-64,1.4
2019,Percent,Kyzylorda,,,16-24,4.5
2019,Percent,Kyzylorda,,,25-28,3.8
2019,Percent,Kyzylorda,,,29-34,8.5
2019,Percent,Kyzylorda,,,35-44,4.2
2019,Percent,Kyzylorda,,,45-54,3.9
2019,Percent,Kyzylorda,,,55-64,2.1
2019,Percent,Mangistau,,,16-24,4.5
2019,Percent,Mangistau,,,25-28,2.7
2019,Percent,Mangistau,,,29-34,5.2
2019,Percent,Mangistau,,,35-44,6.1
2019,Percent,Mangistau,,,45-54,5.4
2019,Percent,Mangistau,,,55-64,2.4
2019,Percent,Pavlodar,,,16-24,2.6
2019,Percent,Pavlodar,,,25-28,3.2
2019,Percent,Pavlodar,,,29-34,6.6
2019,Percent,Pavlodar,,,35-44,4.8
2019,Percent,Pavlodar,,,45-54,4.7
2019,Percent,Pavlodar,,,55-64,4.5
2019,Percent,Soltustik Kazakhstan,,,16-24,3.6
2019,Percent,Soltustik Kazakhstan,,,25-28,2.6
2019,Percent,Soltustik Kazakhstan,,,29-34,6.8
2019,Percent,Soltustik Kazakhstan,,,35-44,4.7
2019,Percent,Soltustik Kazakhstan,,,45-54,5.6
2019,Percent,Soltustik Kazakhstan,,,55-64,3.8
2019,Percent,Turkistan,,,16-24,2.3
2019,Percent,Turkistan,,,25-28,3.9
2019,Percent,Turkistan,,,29-34,8.9
2019,Percent,Turkistan,,,35-44,4.6
2019,Percent,Turkistan,,,45-54,3.8
2019,Percent,Turkistan,,,55-64,3.3
2019,Percent,Shygys Kazakhstan,,,16-24,3.5
2019,Percent,Shygys Kazakhstan,,,25-28,3.9
2019,Percent,Shygys Kazakhstan,,,29-34,6.8
2019,Percent,Shygys Kazakhstan,,,35-44,4.9
2019,Percent,Shygys Kazakhstan,,,45-54,3.7
2019,Percent,Shygys Kazakhstan,,,55-64,6.8
2019,Percent,Nur-Sultan city,,,16-24,4.6
2019,Percent,Nur-Sultan city,,,25-28,4.4
2019,Percent,Nur-Sultan city,,,29-34,3.2
2019,Percent,Nur-Sultan city,,,35-44,4.1
2019,Percent,Nur-Sultan city,,,45-54,7.1
2019,Percent,Nur-Sultan city,,,55-64,2.4
2019,Percent,Almaty city,,,16-24,5.0
2019,Percent,Almaty city,,,25-28,7.4
2019,Percent,Almaty city,,,29-34,7.1
2019,Percent,Almaty city,,,35-44,3.9
2019,Percent,Almaty city,,,45-54,3.7
2019,Percent,Almaty city,,,55-64,4.1
2019,Percent,Shymkent city,,,16-24,3.2
2019,Percent,Shymkent city,,,25-28,4.3
2019,Percent,Shymkent city,,,29-34,7.0
2019,Percent,Shymkent city,,,35-44,4.6
2019,Percent,Shymkent city,,,45-54,4.5
2019,Percent,Shymkent city,,,55-64,5.0
