Year,UNIT_MEASURE,Regions,Area,Sex,Value
2019,per 100000 population,Akmola,Population of rural areas,Male,8.247826568826824
2019,per 100000 population,Aktobe,Population of rural areas,Male,0.7806431719093361
2019,per 100000 population,Almaty,Population of rural areas,Male,2.135508034220888
2019,per 100000 population,Atyrau,Population of rural areas,Male,2.052474942701741
2019,per 100000 population,Batys Kazakhstan,Population of rural areas,Male,3.794238448915322
2019,per 100000 population,Zhambyl,Population of rural areas,Male,1.1662334595295123
2019,per 100000 population,Karagandy,Population of rural areas,Male,4.23320739541332
2019,per 100000 population,Kostanay,Population of rural areas,Male,4.384871098492427
2019,per 100000 population,Kyzylorda,Population of rural areas,Male,0.4415478902841802
2019,per 100000 population,Mangistau,Population of rural areas,Male,1.4536257059169837
2019,per 100000 population,Pavlodar,Population of rural areas,Male,1.7965900720432617
2019,per 100000 population,Soltustik Kazakhstan,Population of rural areas,Male,4.701394299223598
2019,per 100000 population,Turkistan,Population of rural areas,Male,1.3513903656923758
2019,per 100000 population,Shygys Kazakhstan,Population of rural areas,Male,4.183806008325774
2019,per 100000 population,,,Female,1.6037722400232788
2019,per 100000 population,Akmola,,Female,1.0538046298906414
2019,per 100000 population,Aktobe,,Female,1.3296413624835042
2019,per 100000 population,Almaty,,Female,2.417687414292981
2019,per 100000 population,Atyrau,,Female,0.0
2019,per 100000 population,Batys Kazakhstan,,Female,2.966949664215472
2019,per 100000 population,Zhambyl,,Female,0.1748053105853356
2019,per 100000 population,Karagandy,,Female,2.072965626083988
2019,per 100000 population,Kostanay,,Female,1.530989970922126
2019,per 100000 population,Kyzylorda,,Female,0.2511764476868532
2019,per 100000 population,Mangistau,,Female,0.2895013773028025
2019,per 100000 population,Pavlodar,,Female,1.2612583069625245
2019,per 100000 population,Soltustik Kazakhstan,,Female,1.3900786610762337
2019,per 100000 population,Turkistan,,Female,1.7244894750349715
2019,per 100000 population,Shygys Kazakhstan,,Female,1.5315950657576418
2019,per 100000 population,Nur-Sultan city,,Female,2.2573755404677978
2019,per 100000 population,Almaty city,,Female,1.6629738864188837
2019,per 100000 population,Shymkent city,,Female,3.012541587195192
2019,per 100000 population,,Population of urban areas,Female,1.5370138702402238
2019,per 100000 population,Akmola,Population of urban areas,Female,1.0863690558638128
2019,per 100000 population,Aktobe,Population of urban areas,Female,1.2309226226652858
2019,per 100000 population,Almaty,Population of urban areas,Female,2.950337392154631
2019,per 100000 population,Atyrau,Population of urban areas,Female,0.0
2019,per 100000 population,Batys Kazakhstan,Population of urban areas,Female,2.1926819240783884
2019,per 100000 population,Zhambyl,Population of urban areas,Female,0.0
2019,per 100000 population,Karagandy,Population of urban areas,Female,2.050108057778879
2019,per 100000 population,Kostanay,Population of urban areas,Female,1.4768103849306269
2019,per 100000 population,Kyzylorda,Population of urban areas,Female,0.0
2019,per 100000 population,Mangistau,Population of urban areas,Female,0.7290994528108606
2019,per 100000 population,Pavlodar,Population of urban areas,Female,0.35
2019,per 100000 population,Soltustik Kazakhstan,Population of urban areas,Female,0.0
2019,per 100000 population,Turkistan,Population of urban areas,Female,0.5069824153149248
2019,per 100000 population,Shygys Kazakhstan,Population of urban areas,Female,1.3143396647995742
2019,per 100000 population,Nur-Sultan city,Population of urban areas,Female,2.2573755404677978
2019,per 100000 population,Almaty city,Population of urban areas,Female,1.6629738864188837
2019,per 100000 population,Shymkent city,Population of urban areas,Female,3.012541587195192
2019,per 100000 population,,Population of rural areas,Female,1.7039702900983205
2019,per 100000 population,Akmola,Population of rural areas,Female,1.0231356549986572
2019,per 100000 population,Aktobe,Population of rural areas,Female,1.5836566632354103
2019,per 100000 population,Almaty,Population of rural areas,Female,2.259078672414767
2019,per 100000 population,Atyrau,Population of rural areas,Female,0.0
2019,per 100000 population,Batys Kazakhstan,Population of rural areas,Female,3.880443534696016
2019,per 100000 population,Zhambyl,Population of rural areas,Female,0.2965462738219329
2019,per 100000 population,Karagandy,Population of rural areas,Female,2.1697308087309968
2019,per 100000 population,Kostanay,Population of rural areas,Female,1.6097313626644272
2019,per 100000 population,Kyzylorda,Population of rural areas,Female,0.4600027600165601
2019,per 100000 population,Mangistau,Population of rural areas,Female,0.0
2019,per 100000 population,Pavlodar,Population of rural areas,Female,3.626686976113733
2019,per 100000 population,Soltustik Kazakhstan,Population of rural areas,Female,2.666764448029761
2019,per 100000 population,Turkistan,Population of rural areas,Female,2.0290316383098927
2019,per 100000 population,Shygys Kazakhstan,Population of rural areas,Female,1.9105663874055463
