Year,UNIT_MEASURE,Regions,Area,Sex,Value
2019,per 100000 population,Shygys Kazakhstan,Population of urban areas,Male,26.9762659758028
2019,per 100000 population,Nur-Sultan city,Population of urban areas,Male,16.937031879257784
2019,per 100000 population,Almaty city,Population of urban areas,Male,9.380710942078164
2019,per 100000 population,Shymkent city,Population of urban areas,Male,13.197822156300791
2019,per 100000 population,,Population of rural areas,Male,25.72815471093395
2019,per 100000 population,Akmola,Population of rural areas,Male,47.94049193130592
2019,per 100000 population,Aktobe,Population of rural areas,Male,19.5160792977334
2019,per 100000 population,Almaty,Population of rural areas,Male,26.002950769630814
2019,per 100000 population,Atyrau,Population of rural areas,Male,15.051482913146105
2019,per 100000 population,Batys Kazakhstan,Population of rural areas,Male,49.95747291071841
2019,per 100000 population,Zhambyl,Population of rural areas,Male,15.744151703648416
2019,per 100000 population,Karagandy,Population of rural areas,Male,40.21547025642654
2019,per 100000 population,Kostanay,Population of rural areas,Male,64.6768487027633
2019,per 100000 population,Kyzylorda,Population of rural areas,Male,8.830957805683603
2019,per 100000 population,Mangistau,Population of rural areas,Male,16.474424667059147
2019,per 100000 population,Pavlodar,Population of rural areas,Male,17.06760568441099
2019,per 100000 population,Soltustik Kazakhstan,Population of rural areas,Male,53.05859280552346
2019,per 100000 population,Turkistan,Population of rural areas,Male,11.67109861279779
2019,per 100000 population,Shygys Kazakhstan,Population of rural areas,Male,34.61148606887686
2019,per 100000 population,,,Female,3.815510427244925
2019,per 100000 population,Akmola,,Female,7.903534724179811
2019,per 100000 population,Aktobe,,Female,2.8808896187142587
2019,per 100000 population,Almaty,,Female,5.028789821729401
2019,per 100000 population,Atyrau,,Female,4.318335343415618
2019,per 100000 population,Batys Kazakhstan,,Female,6.527289261274038
2019,per 100000 population,Zhambyl,,Female,4.370132764633389
2019,per 100000 population,Karagandy,,Female,3.454942710139981
2019,per 100000 population,Kostanay,,Female,6.123959883688504
2019,per 100000 population,Kyzylorda,,Female,1.004705790747413
2019,per 100000 population,Mangistau,,Female,2.895013773028025
2019,per 100000 population,Pavlodar,,Female,2.522516613925049
2019,per 100000 population,Soltustik Kazakhstan,,Female,5.212794979035876
2019,per 100000 population,Turkistan,,Female,3.5504195074249414
2019,per 100000 population,Shygys Kazakhstan,,Female,4.455549282204049
2019,per 100000 population,Nur-Sultan city,,Female,2.083731268124121
2019,per 100000 population,Almaty city,,Female,1.7607958797376413
2019,per 100000 population,Shymkent city,,Female,3.5773931347942907
2019,per 100000 population,,Population of urban areas,Female,3.178824140724099
2019,per 100000 population,Akmola,Population of urban areas,Female,7.061398863114784
2019,per 100000 population,Aktobe,Population of urban areas,Female,2.7695759009968937
2019,per 100000 population,Almaty,Population of urban areas,Female,8.42953540615609
2019,per 100000 population,Atyrau,Population of urban areas,Female,2.765479077768037
2019,per 100000 population,Batys Kazakhstan,Population of urban areas,Female,6.578045772235165
2019,per 100000 population,Zhambyl,Population of urban areas,Female,2.554827666228797
2019,per 100000 population,Karagandy,Population of urban areas,Female,2.9043197485200785
2019,per 100000 population,Kostanay,Population of urban areas,Female,4.43043115479188
2019,per 100000 population,Kyzylorda,Population of urban areas,Female,0.5532916704705468
2019,per 100000 population,Mangistau,Population of urban areas,Female,3.645497264054303
2019,per 100000 population,Pavlodar,Population of urban areas,Female,3.145357452400257
2019,per 100000 population,Soltustik Kazakhstan,Population of urban areas,Female,3.629526927460275
2019,per 100000 population,Turkistan,Population of urban areas,Female,1.0139648306298497
2019,per 100000 population,Shygys Kazakhstan,Population of urban areas,Female,3.7239623835987934
2019,per 100000 population,Nur-Sultan city,Population of urban areas,Female,2.083731268124121
2019,per 100000 population,Almaty city,Population of urban areas,Female,1.7607958797376413
2019,per 100000 population,Shymkent city,Population of urban areas,Female,3.5773931347942907
2019,per 100000 population,,Population of rural areas,Female,4.771116812275298
2019,per 100000 population,Akmola,Population of rural areas,Female,8.696653067488585
2019,per 100000 population,Aktobe,Population of rural areas,Female,3.1673133264708206
2019,per 100000 population,Almaty,Population of rural areas,Female,4.0161398620706965
2019,per 100000 population,Atyrau,Population of rural areas,Female,6.276216278412954
2019,per 100000 population,Batys Kazakhstan,Population of rural areas,Female,6.467405891160026
2019,per 100000 population,Zhambyl,Population of rural areas,Female,5.634379202616724
2019,per 100000 population,Karagandy,Population of rural areas,Female,5.785948823282658
2019,per 100000 population,Kostanay,Population of rural areas,Female,8.58523393421028
2019,per 100000 population,Kyzylorda,Population of rural areas,Female,1.3800082800496802
2019,per 100000 population,Mangistau,Population of rural areas,Female,2.4007759307808287
2019,per 100000 population,Pavlodar,Population of rural areas,Female,0.9066717440284332
2019,per 100000 population,Soltustik Kazakhstan,Population of rural areas,Female,6.666911120074403
2019,per 100000 population,Turkistan,Population of rural areas,Female,4.1848777540141535
2019,per 100000 population,Shygys Kazakhstan,Population of rural areas,Female,5.731699162216639
