Year,UNIT_MEASURE,Өңірлер,Аймақ,Жынысы,Жасы,Value
2018,пайыз,Атырау,,,45-54,5.7
2018,пайыз,Атырау,,,55-64,7.2
2018,пайыз,Батыс Қазақстан,,,16-24,3.9
2018,пайыз,Батыс Қазақстан,,,25-28,3.8
2018,пайыз,Батыс Қазақстан,,,29-34,6.1
2018,пайыз,Батыс Қазақстан,,,35-44,4.7
2018,пайыз,Батыс Қазақстан,,,45-54,4.7
2018,пайыз,Батыс Қазақстан,,,55-64,5.9
2018,пайыз,Жамбыл,,,16-24,2.9
2018,пайыз,Жамбыл,,,25-28,2.9
2018,пайыз,Жамбыл,,,29-34,7.5
2018,пайыз,Жамбыл,,,35-44,5.4
2018,пайыз,Жамбыл,,,45-54,4.0
2018,пайыз,Жамбыл,,,55-64,7.0
2018,пайыз,Қарағанды,,,16-24,5.7
2018,пайыз,Қарағанды,,,25-28,4.2
2018,пайыз,Қарағанды,,,29-34,3.7
2018,пайыз,Қарағанды,,,35-44,3.8
2018,пайыз,Қарағанды,,,45-54,4.8
2018,пайыз,Қарағанды,,,55-64,7.4
2018,пайыз,Қостанай,,,16-24,3.0
2018,пайыз,Қостанай,,,25-28,3.2
2018,пайыз,Қостанай,,,29-34,10.0
2018,пайыз,Қостанай,,,35-44,6.0
2018,пайыз,Қостанай,,,45-54,2.7
2018,пайыз,Қостанай,,,55-64,1.7
2018,пайыз,Қызылорда,,,16-24,4.5
2018,пайыз,Қызылорда,,,25-28,3.8
2018,пайыз,Қызылорда,,,29-34,5.7
2018,пайыз,Қызылорда,,,35-44,4.8
2018,пайыз,Қызылорда,,,45-54,5.4
2018,пайыз,Қызылорда,,,55-64,3.2
2018,пайыз,Маңғыстау,,,16-24,3.2
2018,пайыз,Маңғыстау,,,25-28,2.7
2018,пайыз,Маңғыстау,,,29-34,6.6
2018,пайыз,Маңғыстау,,,35-44,6.1
2018,пайыз,Маңғыстау,,,45-54,3.7
2018,пайыз,Маңғыстау,,,55-64,3.2
2018,пайыз,Павлодар,,,16-24,3.2
2018,пайыз,Павлодар,,,25-28,3.9
2018,пайыз,Павлодар,,,29-34,6.2
2018,пайыз,Павлодар,,,35-44,4.7
2018,пайыз,Павлодар,,,45-54,4.5
2018,пайыз,Павлодар,,,55-64,4.6
2018,пайыз,Солтүстік Қазақстан,,,16-24,4.0
2018,пайыз,Солтүстік Қазақстан,,,25-28,2.3
2018,пайыз,Солтүстік Қазақстан,,,29-34,6.0
2018,пайыз,Солтүстік Қазақстан,,,35-44,5.4
2018,пайыз,Солтүстік Қазақстан,,,45-54,6.3
2018,пайыз,Солтүстік Қазақстан,,,55-64,3.3
2018,пайыз,Түркістан,,,16-24,2.1
2018,пайыз,Түркістан,,,25-28,4.0
2018,пайыз,Түркістан,,,29-34,8.4
2018,пайыз,Түркістан,,,35-44,4.4
2018,пайыз,Түркістан,,,45-54,4.5
2018,пайыз,Түркістан,,,55-64,4.8
2018,пайыз,Шығыс Қазақстан,,,16-24,3.7
2018,пайыз,Шығыс Қазақстан,,,25-28,3.9
2018,пайыз,Шығыс Қазақстан,,,29-34,9.7
2018,пайыз,Шығыс Қазақстан,,,35-44,3.9
2018,пайыз,Шығыс Қазақстан,,,45-54,3.2
2018,пайыз,Шығыс Қазақстан,,,55-64,5.2
2018,пайыз,Нұр-Сұлтан қаласы,,,16-24,4.5
2018,пайыз,Нұр-Сұлтан қаласы,,,25-28,4.6
2018,пайыз,Нұр-Сұлтан қаласы,,,29-34,6.9
2018,пайыз,Нұр-Сұлтан қаласы,,,35-44,3.1
2018,пайыз,Нұр-Сұлтан қаласы,,,45-54,3.2
2018,пайыз,Нұр-Сұлтан қаласы,,,55-64,4.3
2018,пайыз,Алматы қаласы,,,16-24,5.2
2018,пайыз,Алматы қаласы,,,25-28,8.0
2018,пайыз,Алматы қаласы,,,29-34,6.5
2018,пайыз,Алматы қаласы,,,35-44,3.1
2018,пайыз,Алматы қаласы,,,45-54,4.7
2018,пайыз,Алматы қаласы,,,55-64,5.7
2018,пайыз,Шымкент қаласы,,,16-24,3.7
2018,пайыз,Шымкент қаласы,,,25-28,4.5
2018,пайыз,Шымкент қаласы,,,29-34,7.7
2018,пайыз,Шымкент қаласы,,,35-44,2.8
2018,пайыз,Шымкент қаласы,,,45-54,4.7
2018,пайыз,Шымкент қаласы,,,55-64,8.8
2019,пайыз,,,,,4.8
2019,пайыз,Ақмола,,,,4.7
2019,пайыз,Ақтөбе,,,,4.8
2019,пайыз,Алматы,,,,4.6
2019,пайыз,Атырау,,,,4.8
2019,пайыз,Батыс Қазақстан,,,,4.8
2019,пайыз,Жамбыл,,,,4.8
2019,пайыз,Қарағанды,,,,4.4
2019,пайыз,Қостанай,,,,4.7
2019,пайыз,Қызылорда,,,,4.8
2019,пайыз,Маңғыстау,,,,4.8
2019,пайыз,Павлодар,,,,4.7
2019,пайыз,Солтүстік Қазақстан,,,,4.8
2019,пайыз,Түркістан,,,,5.1
2019,пайыз,Шығыс Қазақстан,,,,4.8
2019,пайыз,Нұр-Сұлтан қаласы,,,,4.4
2019,пайыз,Алматы қаласы,,,,5.1
2019,пайыз,Шымкент қаласы,,,,5.1
2019,пайыз,,,ерлер,,4.3
2019,пайыз,Ақмола,,ерлер,,4.7
2019,пайыз,Ақтөбе,,ерлер,,5.2
2019,пайыз,Алматы,,ерлер,,3.3
2019,пайыз,Атырау,,ерлер,,4.8
2019,пайыз,Батыс Қазақстан,,ерлер,,4.6
2019,пайыз,Жамбыл,,ерлер,,4.6
2019,пайыз,Қарағанды,,ерлер,,3.3
2019,пайыз,Қостанай,,ерлер,,4.6
2019,пайыз,Қызылорда,,ерлер,,4.8
2019,пайыз,Маңғыстау,,ерлер,,3.3
2019,пайыз,Павлодар,,ерлер,,4.6
2019,пайыз,Солтүстік Қазақстан,,ерлер,,5.0
2019,пайыз,Түркістан,,ерлер,,4.7
2019,пайыз,Шығыс Қазақстан,,ерлер,,4.3
2019,пайыз,Нұр-Сұлтан қаласы,,ерлер,,4.2
2019,пайыз,Алматы қаласы,,ерлер,,4.3
2019,пайыз,Шымкент қаласы,,ерлер,,4.9
2019,пайыз,,,әйелдер,,5.3
2019,пайыз,Ақмола,,әйелдер,,4.8
2019,пайыз,Ақтөбе,,әйелдер,,4.3
2019,пайыз,Алматы,,әйелдер,,5.9
2019,пайыз,Атырау,,әйелдер,,4.9
2019,пайыз,Батыс Қазақстан,,әйелдер,,5.1
2019,пайыз,Жамбыл,,әйелдер,,5.0
2019,пайыз,Қарағанды,,әйелдер,,5.6
2019,пайыз,Қостанай,,әйелдер,,4.8
2019,пайыз,Қызылорда,,әйелдер,,4.9
2019,пайыз,Маңғыстау,,әйелдер,,6.6
2019,пайыз,Павлодар,,әйелдер,,4.8
2019,пайыз,Солтүстік Қазақстан,,әйелдер,,4.6
2019,пайыз,Түркістан,,әйелдер,,5.5
2019,пайыз,Шығыс Қазақстан,,әйелдер,,5.4
2019,пайыз,Нұр-Сұлтан қаласы,,әйелдер,,4.6
2019,пайыз,Алматы қаласы,,әйелдер,,5.8
2019,пайыз,Шымкент қаласы,,әйелдер,,5.4
2019,пайыз,,қала,,,4.8
2019,пайыз,Ақмола,қала,,,4.3
2019,пайыз,Ақтөбе,қала,,,4.7
2019,пайыз,Алматы,қала,,,5.0
2019,пайыз,Атырау,қала,,,4.5
2019,пайыз,Батыс Қазақстан,қала,,,4.8
2019,пайыз,Жамбыл,қала,,,5.3
2019,пайыз,Қарағанды,қала,,,4.6
2019,пайыз,Қостанай,қала,,,5.2
2019,пайыз,Қызылорда,қала,,,4.6
2019,пайыз,Маңғыстау,қала,,,4.7
2019,пайыз,Павлодар,қала,,,4.8
2019,пайыз,Солтүстік Қазақстан,қала,,,4.7
2019,пайыз,Түркістан,қала,,,4.6
2019,пайыз,Шығыс Қазақстан,қала,,,4.6
2019,пайыз,Нұр-Сұлтан қаласы,қала,,,4.4
2019,пайыз,Алматы қаласы,қала,,,5.1
2019,пайыз,Шымкент қаласы,қала,,,5.1
2019,пайыз,,ауыл,,,4.8
2019,пайыз,Ақмола,ауыл,,,5.1
2019,пайыз,Ақтөбе,ауыл,,,4.9
2019,пайыз,Алматы,ауыл,,,4.5
2019,пайыз,Атырау,ауыл,,,5.2
2019,пайыз,Батыс Қазақстан,ауыл,,,4.9
2019,пайыз,Жамбыл,ауыл,,,4.4
2019,пайыз,Қарағанды,ауыл,,,3.6
2019,пайыз,Қостанай,ауыл,,,4.3
2019,пайыз,Қызылорда,ауыл,,,5.0
2019,пайыз,Маңғыстау,ауыл,,,4.9
2019,пайыз,Павлодар,ауыл,,,4.3
2019,пайыз,Солтүстік Қазақстан,ауыл,,,5.0
2019,пайыз,Түркістан,ауыл,,,5.2
2019,пайыз,Шығыс Қазақстан,ауыл,,,5.2
2019,пайыз,,,,16-24,3.6
2019,пайыз,,,,25-28,3.9
2019,пайыз,,,,29-34,6.7
2019,пайыз,,,,35-44,4.5
2019,пайыз,,,,45-54,4.3
2019,пайыз,,,,55-64,5.1
2019,пайыз,Ақмола,,,16-24,2.9
2019,пайыз,Ақмола,,,25-28,3.0
2019,пайыз,Ақмола,,,29-34,6.2
2019,пайыз,Ақмола,,,35-44,5.7
2019,пайыз,Ақмола,,,45-54,5.9
2019,пайыз,Ақмола,,,55-64,3.0
2019,пайыз,Ақтөбе,,,16-24,3.6
2019,пайыз,Ақтөбе,,,25-28,3.0
2019,пайыз,Ақтөбе,,,29-34,6.0
2019,пайыз,Ақтөбе,,,35-44,4.1
2019,пайыз,Ақтөбе,,,45-54,4.6
2019,пайыз,Ақтөбе,,,55-64,6.9
2019,пайыз,Алматы,,,16-24,3.2
2019,пайыз,Алматы,,,25-28,2.6
2019,пайыз,Алматы,,,29-34,6.8
2019,пайыз,Алматы,,,35-44,3.6
2019,пайыз,Алматы,,,45-54,2.2
2019,пайыз,Алматы,,,55-64,11.1
2019,пайыз,Атырау,,,16-24,1.6
2019,пайыз,Атырау,,,25-28,3.4
2019,пайыз,Атырау,,,29-34,7.5
2019,пайыз,Атырау,,,35-44,4.9
2019,пайыз,Атырау,,,45-54,5.1
2019,пайыз,Атырау,,,55-64,4.9
2019,пайыз,Батыс Қазақстан,,,16-24,3.8
2019,пайыз,Батыс Қазақстан,,,25-28,3.8
2019,пайыз,Батыс Қазақстан,,,29-34,6.6
2019,пайыз,Батыс Қазақстан,,,35-44,4.3
2019,пайыз,Батыс Қазақстан,,,45-54,4.6
2019,пайыз,Батыс Қазақстан,,,55-64,6.0
2019,пайыз,Жамбыл,,,16-24,2.7
2019,пайыз,Жамбыл,,,25-28,2.9
2019,пайыз,Жамбыл,,,29-34,7.6
2019,пайыз,Жамбыл,,,35-44,4.6
2019,пайыз,Жамбыл,,,45-54,5.1
2019,пайыз,Жамбыл,,,55-64,5.8
2019,пайыз,Қарағанды,,,16-24,5.5
2019,пайыз,Қарағанды,,,25-28,4.2
2019,пайыз,Қарағанды,,,29-34,4.4
2019,пайыз,Қарағанды,,,35-44,4.2
2019,пайыз,Қарағанды,,,45-54,4.6
2019,пайыз,Қарағанды,,,55-64,4.4
2019,пайыз,Қостанай,,,16-24,3.1
2019,пайыз,Қостанай,,,25-28,3.5
2019,пайыз,Қостанай,,,29-34,9.2
2019,пайыз,Қостанай,,,35-44,5.0
2019,пайыз,Қостанай,,,45-54,4.3
2019,пайыз,Қостанай,,,55-64,1.4
2019,пайыз,Қызылорда,,,16-24,4.5
2019,пайыз,Қызылорда,,,25-28,3.8
2019,пайыз,Қызылорда,,,29-34,8.5
2019,пайыз,Қызылорда,,,35-44,4.2
2019,пайыз,Қызылорда,,,45-54,3.9
2019,пайыз,Қызылорда,,,55-64,2.1
2019,пайыз,Маңғыстау,,,16-24,4.5
2019,пайыз,Маңғыстау,,,25-28,2.7
2019,пайыз,Маңғыстау,,,29-34,5.2
2019,пайыз,Маңғыстау,,,35-44,6.1
2019,пайыз,Маңғыстау,,,45-54,5.4
2019,пайыз,Маңғыстау,,,55-64,2.4
2019,пайыз,Павлодар,,,16-24,2.6
2019,пайыз,Павлодар,,,25-28,3.2
2019,пайыз,Павлодар,,,29-34,6.6
2019,пайыз,Павлодар,,,35-44,4.8
2019,пайыз,Павлодар,,,45-54,4.7
2019,пайыз,Павлодар,,,55-64,4.5
2019,пайыз,Солтүстік Қазақстан,,,16-24,3.6
2019,пайыз,Солтүстік Қазақстан,,,25-28,2.6
2019,пайыз,Солтүстік Қазақстан,,,29-34,6.8
2019,пайыз,Солтүстік Қазақстан,,,35-44,4.7
2019,пайыз,Солтүстік Қазақстан,,,45-54,5.6
2019,пайыз,Солтүстік Қазақстан,,,55-64,3.8
2019,пайыз,Түркістан,,,16-24,2.3
2019,пайыз,Түркістан,,,25-28,3.9
2019,пайыз,Түркістан,,,29-34,8.9
2019,пайыз,Түркістан,,,35-44,4.6
2019,пайыз,Түркістан,,,45-54,3.8
2019,пайыз,Түркістан,,,55-64,3.3
2019,пайыз,Шығыс Қазақстан,,,16-24,3.5
2019,пайыз,Шығыс Қазақстан,,,25-28,3.9
2019,пайыз,Шығыс Қазақстан,,,29-34,6.8
2019,пайыз,Шығыс Қазақстан,,,35-44,4.9
2019,пайыз,Шығыс Қазақстан,,,45-54,3.7
2019,пайыз,Шығыс Қазақстан,,,55-64,6.8
2019,пайыз,Нұр-Сұлтан қаласы,,,16-24,4.6
2019,пайыз,Нұр-Сұлтан қаласы,,,25-28,4.4
2019,пайыз,Нұр-Сұлтан қаласы,,,29-34,3.2
2019,пайыз,Нұр-Сұлтан қаласы,,,35-44,4.1
2019,пайыз,Нұр-Сұлтан қаласы,,,45-54,7.1
2019,пайыз,Нұр-Сұлтан қаласы,,,55-64,2.4
2019,пайыз,Алматы қаласы,,,16-24,5.0
2019,пайыз,Алматы қаласы,,,25-28,7.4
2019,пайыз,Алматы қаласы,,,29-34,7.1
2019,пайыз,Алматы қаласы,,,35-44,3.9
2019,пайыз,Алматы қаласы,,,45-54,3.7
2019,пайыз,Алматы қаласы,,,55-64,4.1
2019,пайыз,Шымкент қаласы,,,16-24,3.2
2019,пайыз,Шымкент қаласы,,,25-28,4.3
2019,пайыз,Шымкент қаласы,,,29-34,7.0
2019,пайыз,Шымкент қаласы,,,35-44,4.6
2019,пайыз,Шымкент қаласы,,,45-54,4.5
2019,пайыз,Шымкент қаласы,,,55-64,5.0
