Year,UNIT_MEASURE,Регионы,Местность,Пол,Возраст,Value
2019,процент,Атырауская,,,29-34,7.5
2019,процент,Атырауская,,,35-44,4.9
2019,процент,Атырауская,,,45-54,5.1
2019,процент,Атырауская,,,55-64,4.9
2019,процент,Западно-Казахстанская,,,16-24,3.8
2019,процент,Западно-Казахстанская,,,25-28,3.8
2019,процент,Западно-Казахстанская,,,29-34,6.6
2019,процент,Западно-Казахстанская,,,35-44,4.3
2019,процент,Западно-Казахстанская,,,45-54,4.6
2019,процент,Западно-Казахстанская,,,55-64,6.0
2019,процент,Жымбылская,,,16-24,2.7
2019,процент,Жымбылская,,,25-28,2.9
2019,процент,Жымбылская,,,29-34,7.6
2019,процент,Жымбылская,,,35-44,4.6
2019,процент,Жымбылская,,,45-54,5.1
2019,процент,Жымбылская,,,55-64,5.8
2019,процент,Карагандинская,,,16-24,5.5
2019,процент,Карагандинская,,,25-28,4.2
2019,процент,Карагандинская,,,29-34,4.4
2019,процент,Карагандинская,,,35-44,4.2
2019,процент,Карагандинская,,,45-54,4.6
2019,процент,Карагандинская,,,55-64,4.4
2019,процент,Костанайская,,,16-24,3.1
2019,процент,Костанайская,,,25-28,3.5
2019,процент,Костанайская,,,29-34,9.2
2019,процент,Костанайская,,,35-44,5.0
2019,процент,Костанайская,,,45-54,4.3
2019,процент,Костанайская,,,55-64,1.4
2019,процент,Кызылординская,,,16-24,4.5
2019,процент,Кызылординская,,,25-28,3.8
2019,процент,Кызылординская,,,29-34,8.5
2019,процент,Кызылординская,,,35-44,4.2
2019,процент,Кызылординская,,,45-54,3.9
2019,процент,Кызылординская,,,55-64,2.1
2019,процент,Мангистауская,,,16-24,4.5
2019,процент,Мангистауская,,,25-28,2.7
2019,процент,Мангистауская,,,29-34,5.2
2019,процент,Мангистауская,,,35-44,6.1
2019,процент,Мангистауская,,,45-54,5.4
2019,процент,Мангистауская,,,55-64,2.4
2019,процент,Павлодарская,,,16-24,2.6
2019,процент,Павлодарская,,,25-28,3.2
2019,процент,Павлодарская,,,29-34,6.6
2019,процент,Павлодарская,,,35-44,4.8
2019,процент,Павлодарская,,,45-54,4.7
2019,процент,Павлодарская,,,55-64,4.5
2019,процент,Северо-Казахстанская,,,16-24,3.6
2019,процент,Северо-Казахстанская,,,25-28,2.6
2019,процент,Северо-Казахстанская,,,29-34,6.8
2019,процент,Северо-Казахстанская,,,35-44,4.7
2019,процент,Северо-Казахстанская,,,45-54,5.6
2019,процент,Северо-Казахстанская,,,55-64,3.8
2019,процент,Туркестанская,,,16-24,2.3
2019,процент,Туркестанская,,,25-28,3.9
2019,процент,Туркестанская,,,29-34,8.9
2019,процент,Туркестанская,,,35-44,4.6
2019,процент,Туркестанская,,,45-54,3.8
2019,процент,Туркестанская,,,55-64,3.3
2019,процент,Восточно-Казахстанская,,,16-24,3.5
2019,процент,Восточно-Казахстанская,,,25-28,3.9
2019,процент,Восточно-Казахстанская,,,29-34,6.8
2019,процент,Восточно-Казахстанская,,,35-44,4.9
2019,процент,Восточно-Казахстанская,,,45-54,3.7
2019,процент,Восточно-Казахстанская,,,55-64,6.8
2019,процент,г_Нур-Султан,,,16-24,4.6
2019,процент,г_Нур-Султан,,,25-28,4.4
2019,процент,г_Нур-Султан,,,29-34,3.2
2019,процент,г_Нур-Султан,,,35-44,4.1
2019,процент,г_Нур-Султан,,,45-54,7.1
2019,процент,г_Нур-Султан,,,55-64,2.4
2019,процент,г_Алматы,,,16-24,5.0
2019,процент,г_Алматы,,,25-28,7.4
2019,процент,г_Алматы,,,29-34,7.1
2019,процент,г_Алматы,,,35-44,3.9
2019,процент,г_Алматы,,,45-54,3.7
2019,процент,г_Алматы,,,55-64,4.1
2019,процент,г_Шымкент,,,16-24,3.2
2019,процент,г_Шымкент,,,25-28,4.3
2019,процент,г_Шымкент,,,29-34,7.0
2019,процент,г_Шымкент,,,35-44,4.6
2019,процент,г_Шымкент,,,45-54,4.5
2019,процент,г_Шымкент,,,55-64,5.0
