Year,UNIT_MEASURE,Пол,Местность,Регионы,Value
2018,на 1000 родившихся,мужчины,,Акмолинская,8.15
2018,на 1000 родившихся,мужчины,,Актюбинская,12.42
2018,на 1000 родившихся,мужчины,,Алматинская,10.58
2018,на 1000 родившихся,мужчины,,Атырауская,14.74
2018,на 1000 родившихся,мужчины,,Западно-Казахстанская,9.52
2018,на 1000 родившихся,мужчины,,Жымбылская,10.66
2018,на 1000 родившихся,мужчины,,Карагандинская,10.93
2018,на 1000 родившихся,мужчины,,Костанайская,13.96
2018,на 1000 родившихся,мужчины,,Кызылординская,14.51
2018,на 1000 родившихся,мужчины,,Мангистауская,13.38
2018,на 1000 родившихся,мужчины,,Павлодарская,8.11
2018,на 1000 родившихся,мужчины,,Северо-Казахстанская,16.18
2018,на 1000 родившихся,мужчины,,Туркестанская,13.98
2018,на 1000 родившихся,мужчины,,Восточно-Казахстанская,9.77
2018,на 1000 родившихся,мужчины,,г_Нур-Султан,9.07
2018,на 1000 родившихся,мужчины,,г_Алматы,11.14
2018,на 1000 родившихся,мужчины,,г_Шымкент,12.2
2018,на 1000 родившихся,мужчины,Город,,11.08
2018,на 1000 родившихся,мужчины,Город,Акмолинская,7.73
2018,на 1000 родившихся,мужчины,Город,Актюбинская,12.6
2018,на 1000 родившихся,мужчины,Город,Алматинская,9.41
2018,на 1000 родившихся,мужчины,Город,Атырауская,11.05
2018,на 1000 родившихся,мужчины,Город,Западно-Казахстанская,9.76
2018,на 1000 родившихся,мужчины,Город,Жымбылская,10.99
2018,на 1000 родившихся,мужчины,Город,Карагандинская,10.93
2018,на 1000 родившихся,мужчины,Город,Костанайская,13.96
2018,на 1000 родившихся,мужчины,Город,Кызылординская,16.02
2018,на 1000 родившихся,мужчины,Город,Мангистауская,10.76
2018,на 1000 родившихся,мужчины,Город,Павлодарская,8.75
2018,на 1000 родившихся,мужчины,Город,Северо-Казахстанская,14.69
2018,на 1000 родившихся,мужчины,Город,Туркестанская,13.05
2018,на 1000 родившихся,мужчины,Город,Восточно-Казахстанская,9.41
2018,на 1000 родившихся,мужчины,Город,г_Нур-Султан,9.07
2018,на 1000 родившихся,мужчины,Город,г_Алматы,11.14
2018,на 1000 родившихся,мужчины,Город,г_Шымкент,12.2
2018,на 1000 родившихся,мужчины,сельское население,,12.44
2018,на 1000 родившихся,мужчины,сельское население,Акмолинская,8.6
2018,на 1000 родившихся,мужчины,сельское население,Актюбинская,11.89
2018,на 1000 родившихся,мужчины,сельское население,Алматинская,10.96
2018,на 1000 родившихся,мужчины,сельское население,Атырауская,19.14
2018,на 1000 родившихся,мужчины,сельское население,Западно-Казахстанская,9.18
2018,на 1000 родившихся,мужчины,сельское население,Жымбылская,10.43
2018,на 1000 родившихся,мужчины,сельское население,Карагандинская,10.94
2018,на 1000 родившихся,мужчины,сельское население,Костанайская,13.97
2018,на 1000 родившихся,мужчины,сельское население,Кызылординская,13.05
2018,на 1000 родившихся,мужчины,сельское население,Мангистауская,13.62
2018,на 1000 родившихся,мужчины,сельское население,Павлодарская,6.63
2018,на 1000 родившихся,мужчины,сельское население,Северо-Казахстанская,17.64
2018,на 1000 родившихся,мужчины,сельское население,Туркестанская,14.31
2018,на 1000 родившихся,мужчины,сельское население,Восточно-Казахстанская,10.44
2018,на 1000 родившихся,женщины,,,8.48
2018,на 1000 родившихся,женщины,,Акмолинская,6.79
2018,на 1000 родившихся,женщины,,Актюбинская,9.33
2018,на 1000 родившихся,женщины,,Алматинская,8.17
2018,на 1000 родившихся,женщины,,Атырауская,10.47
2018,на 1000 родившихся,женщины,,Западно-Казахстанская,5.83
2018,на 1000 родившихся,женщины,,Жымбылская,8.52
2018,на 1000 родившихся,женщины,,Карагандинская,7.11
2018,на 1000 родившихся,женщины,,Костанайская,8.97
2018,на 1000 родившихся,женщины,,Кызылординская,10.46
2018,на 1000 родившихся,женщины,,Мангистауская,8.87
2018,на 1000 родившихся,женщины,,Павлодарская,6.36
2018,на 1000 родившихся,женщины,,Северо-Казахстанская,9.76
2018,на 1000 родившихся,женщины,,Туркестанская,9.26
2018,на 1000 родившихся,женщины,,Восточно-Казахстанская,9.24
2018,на 1000 родившихся,женщины,,г_Нур-Султан,5.71
2018,на 1000 родившихся,женщины,,г_Алматы,8.5
2018,на 1000 родившихся,женщины,,г_Шымкент,8.06
2018,на 1000 родившихся,женщины,Город,,7.93
2018,на 1000 родившихся,женщины,Город,Акмолинская,7.47
2018,на 1000 родившихся,женщины,Город,Актюбинская,8.54
2018,на 1000 родившихся,женщины,Город,Алматинская,7.52
2018,на 1000 родившихся,женщины,Город,Атырауская,11.22
2018,на 1000 родившихся,женщины,Город,Западно-Казахстанская,5.37
2018,на 1000 родившихся,женщины,Город,Жымбылская,7.57
2018,на 1000 родившихся,женщины,Город,Карагандинская,6.98
2018,на 1000 родившихся,женщины,Город,Костанайская,7.97
2018,на 1000 родившихся,женщины,Город,Кызылординская,10.88
2018,на 1000 родившихся,женщины,Город,Мангистауская,10.41
2018,на 1000 родившихся,женщины,Город,Павлодарская,7.35
2018,на 1000 родившихся,женщины,Город,Северо-Казахстанская,9.26
2018,на 1000 родившихся,женщины,Город,Туркестанская,8.06
2018,на 1000 родившихся,женщины,Город,Восточно-Казахстанская,7.98
2018,на 1000 родившихся,женщины,Город,г_Нур-Султан,5.71
2018,на 1000 родившихся,женщины,Город,г_Алматы,8.5
2018,на 1000 родившихся,женщины,Город,г_Шымкент,8.06
2018,на 1000 родившихся,женщины,сельское население,,9.28
2018,на 1000 родившихся,женщины,сельское население,Акмолинская,6.07
2018,на 1000 родившихся,женщины,сельское население,Актюбинская,11.7
2018,на 1000 родившихся,женщины,сельское население,Алматинская,8.39
2018,на 1000 родившихся,женщины,сельское население,Атырауская,9.58
2018,на 1000 родившихся,женщины,сельское население,Западно-Казахстанская,6.48
2018,на 1000 родившихся,женщины,сельское население,Жымбылская,9.22
2018,на 1000 родившихся,женщины,сельское население,Карагандинская,7.63
2018,на 1000 родившихся,женщины,сельское население,Костанайская,10.45
2018,на 1000 родившихся,женщины,сельское население,Кызылординская,10.08
2018,на 1000 родившихся,женщины,сельское население,Мангистауская,12.06
2018,на 1000 родившихся,женщины,сельское население,Павлодарская,4.03
2018,на 1000 родившихся,женщины,сельское население,Северо-Казахстанская,10.24
2018,на 1000 родившихся,женщины,сельское население,Туркестанская,9.69
2018,на 1000 родившихся,женщины,сельское население,Восточно-Казахстанская,11.52
2019,на 1000 родившихся,мальчики и девочки,,,10.69
2019,на 1000 родившихся,мальчики и девочки,,Акмолинская,8.56
2019,на 1000 родившихся,мальчики и девочки,,Актюбинская,10.54
2019,на 1000 родившихся,мальчики и девочки,,Алматинская,10.22
2019,на 1000 родившихся,мальчики и девочки,,Атырауская,12.9
2019,на 1000 родившихся,мальчики и девочки,,Западно-Казахстанская,8.53
2019,на 1000 родившихся,мальчики и девочки,,Жымбылская,11.58
2019,на 1000 родившихся,мальчики и девочки,,Карагандинская,10.85
2019,на 1000 родившихся,мальчики и девочки,,Костанайская,11.79
2019,на 1000 родившихся,мальчики и девочки,,Кызылординская,13.13
2019,на 1000 родившихся,мальчики и девочки,,Мангистауская,11.49
2019,на 1000 родившихся,мальчики и девочки,,Павлодарская,8.31
2019,на 1000 родившихся,мальчики и девочки,,Северо-Казахстанская,11.79
2019,на 1000 родившихся,мальчики и девочки,,Туркестанская,11.89
2019,на 1000 родившихся,мальчики и девочки,,Восточно-Казахстанская,10.11
2019,на 1000 родившихся,мальчики и девочки,,г_Нур-Султан,7.62
2019,на 1000 родившихся,мальчики и девочки,,г_Алматы,9.65
2019,на 1000 родившихся,мальчики и девочки,,г_Шымкент,11.7
2019,на 1000 родившихся,мальчики и девочки,Город,,10.51
2019,на 1000 родившихся,мальчики и девочки,Город,Акмолинская,8.51
2019,на 1000 родившихся,мальчики и девочки,Город,Актюбинская,9.82
2019,на 1000 родившихся,мальчики и девочки,Город,Алматинская,11.84
2019,на 1000 родившихся,мальчики и девочки,Город,Атырауская,13.1
2019,на 1000 родившихся,мальчики и девочки,Город,Западно-Казахстанская,9.05
2019,на 1000 родившихся,мальчики и девочки,Город,Жымбылская,12.64
2019,на 1000 родившихся,мальчики и девочки,Город,Карагандинская,11.27
2019,на 1000 родившихся,мальчики и девочки,Город,Костанайская,9.58
2019,на 1000 родившихся,мальчики и девочки,Город,Кызылординская,13.01
2019,на 1000 родившихся,мальчики и девочки,Город,Мангистауская,13.42
2019,на 1000 родившихся,мальчики и девочки,Город,Павлодарская,8.59
2019,на 1000 родившихся,мальчики и девочки,Город,Северо-Казахстанская,11.21
2019,на 1000 родившихся,мальчики и девочки,Город,Туркестанская,10.82
2019,на 1000 родившихся,мальчики и девочки,Город,Восточно-Казахстанская,10.38
2019,на 1000 родившихся,мальчики и девочки,Город,г_Нур-Султан,7.62
2019,на 1000 родившихся,мальчики и девочки,Город,г_Алматы,9.65
2019,на 1000 родившихся,мальчики и девочки,Город,г_Шымкент,11.7
2019,на 1000 родившихся,мальчики и девочки,сельское население,,10.96
2019,на 1000 родившихся,мальчики и девочки,сельское население,Акмолинская,8.62
2019,на 1000 родившихся,мальчики и девочки,сельское население,Актюбинская,12.71
2019,на 1000 родившихся,мальчики и девочки,сельское население,Алматинская,9.67
2019,на 1000 родившихся,мальчики и девочки,сельское население,Атырауская,12.63
2019,на 1000 родившихся,мальчики и девочки,сельское население,Западно-Казахстанская,7.84
2019,на 1000 родившихся,мальчики и девочки,сельское население,Жымбылская,10.75
2019,на 1000 родившихся,мальчики и девочки,сельское население,Карагандинская,9.21
2019,на 1000 родившихся,мальчики и девочки,сельское население,Костанайская,15.41
2019,на 1000 родившихся,мальчики и девочки,сельское население,Кызылординская,13.25
2019,на 1000 родившихся,мальчики и девочки,сельское население,Мангистауская,10.18
2019,на 1000 родившихся,мальчики и девочки,сельское население,Павлодарская,7.62
2019,на 1000 родившихся,мальчики и девочки,сельское население,Северо-Казахстанская,12.35
2019,на 1000 родившихся,мальчики и девочки,сельское население,Туркестанская,12.31
2019,на 1000 родившихся,мальчики и девочки,сельское население,Восточно-Казахстанская,9.62
2019,на 1000 родившихся,мужчины,,,12.031455791730355
2019,на 1000 родившихся,мужчины,,Акмолинская,8.48923125294765
2019,на 1000 родившихся,мужчины,,Актюбинская,10.391082561874171
2019,на 1000 родившихся,мужчины,,Алматинская,12.20401427639406
2019,на 1000 родившихся,мужчины,,Атырауская,14.001806684733513
2019,на 1000 родившихся,мужчины,,Западно-Казахстанская,10.189228529839884
2019,на 1000 родившихся,мужчины,,Жымбылская,13.528990694345026
2019,на 1000 родившихся,мужчины,,Карагандинская,12.26790450928382
2019,на 1000 родившихся,мужчины,,Костанайская,15.737256243585358
2019,на 1000 родившихся,мужчины,,Кызылординская,15.421590226316845
2019,на 1000 родившихся,мужчины,,Мангистауская,12.545143508838624
2019,на 1000 родившихся,мужчины,,Павлодарская,8.970099667774086
2019,на 1000 родившихся,мужчины,,Северо-Казахстанская,13.795045045045043
2019,на 1000 родившихся,мужчины,,Туркестанская,13.008637735456343
2019,на 1000 родившихся,мужчины,,Восточно-Казахстанская,10.214772132006289
2019,на 1000 родившихся,мужчины,,г_Нур-Султан,7.879364216818367
2019,на 1000 родившихся,мужчины,,г_Алматы,11.114261411964844
2019,на 1000 родившихся,мужчины,,г_Шымкент,13.936097892590077
2019,на 1000 родившихся,мужчины,Город,,11.76
2019,на 1000 родившихся,мужчины,Город,Акмолинская,9.82
2019,на 1000 родившихся,мужчины,Город,Актюбинская,9.21
2019,на 1000 родившихся,мужчины,Город,Алматинская,13.35
2019,на 1000 родившихся,мужчины,Город,Атырауская,12.78
2019,на 1000 родившихся,мужчины,Город,Западно-Казахстанская,10.66
2019,на 1000 родившихся,мужчины,Город,Жымбылская,15.07
2019,на 1000 родившихся,мужчины,Город,Карагандинская,12.63
2019,на 1000 родившихся,мужчины,Город,Костанайская,12.41
2019,на 1000 родившихся,мужчины,Город,Кызылординская,14.41
2019,на 1000 родившихся,мужчины,Город,Мангистауская,15.26
2019,на 1000 родившихся,мужчины,Город,Павлодарская,9.44
2019,на 1000 родившихся,мужчины,Город,Северо-Казахстанская,13.48
2019,на 1000 родившихся,мужчины,Город,Туркестанская,12.66
2019,на 1000 родившихся,мужчины,Город,Восточно-Казахстанская,10.72
2019,на 1000 родившихся,мужчины,Город,г_Нур-Султан,7.88
2019,на 1000 родившихся,мужчины,Город,г_Алматы,11.11
2019,на 1000 родившихся,мужчины,Город,г_Шымкент,13.94
2019,на 1000 родившихся,мужчины,сельское население,,12.43
2019,на 1000 родившихся,мужчины,сельское население,Акмолинская,7.0
2019,на 1000 родившихся,мужчины,сельское население,Актюбинская,13.93
2019,на 1000 родившихся,мужчины,сельское население,Алматинская,11.82
2019,на 1000 родившихся,мужчины,сельское население,Атырауская,15.6
2019,на 1000 родившихся,мужчины,сельское население,Западно-Казахстанская,9.55
2019,на 1000 родившихся,мужчины,сельское население,Жымбылская,12.33
2019,на 1000 родившихся,мужчины,сельское население,Карагандинская,10.8
2019,на 1000 родившихся,мужчины,сельское население,Костанайская,21.18
2019,на 1000 родившихся,мужчины,сельское население,Кызылординская,16.44
2019,на 1000 родившихся,мужчины,сельское население,Мангистауская,10.7
2019,на 1000 родившихся,мужчины,сельское население,Павлодарская,7.86
2019,на 1000 родившихся,мужчины,сельское население,Северо-Казахстанская,14.12
2019,на 1000 родившихся,мужчины,сельское население,Туркестанская,13.14
2019,на 1000 родившихся,мужчины,сельское население,Восточно-Казахстанская,9.3
2019,на 1000 родившихся,женщины,,,9.25
2019,на 1000 родившихся,женщины,,Акмолинская,8.64
2019,на 1000 родившихся,женщины,,Актюбинская,10.7
2019,на 1000 родившихся,женщины,,Алматинская,8.1
2019,на 1000 родившихся,женщины,,Атырауская,11.69
2019,на 1000 родившихся,женщины,,Западно-Казахстанская,6.71
2019,на 1000 родившихся,женщины,,Жымбылская,9.49
2019,на 1000 родившихся,женщины,,Карагандинская,9.3
2019,на 1000 родившихся,женщины,,Костанайская,7.68
2019,на 1000 родившихся,женщины,,Кызылординская,10.68
2019,на 1000 родившихся,женщины,,Мангистауская,10.37
2019,на 1000 родившихся,женщины,,Павлодарская,7.58
2019,на 1000 родившихся,женщины,,Северо-Казахстанская,9.64
2019,на 1000 родившихся,женщины,,Туркестанская,10.7
2019,на 1000 родившихся,женщины,,Восточно-Казахстанская,10.0
2019,на 1000 родившихся,женщины,,г_Нур-Султан,7.35
2019,на 1000 родившихся,женщины,,г_Алматы,8.1
2019,на 1000 родившихся,женщины,,г_Шымкент,9.32
2019,на 1000 родившихся,женщины,Город,,9.16
2019,на 1000 родившихся,женщины,Город,Акмолинская,7.09
2019,на 1000 родившихся,женщины,Город,Актюбинская,10.47
2019,на 1000 родившихся,женщины,Город,Алматинская,10.2
2019,на 1000 родившихся,женщины,Город,Атырауская,13.45
2019,на 1000 родившихся,женщины,Город,Западно-Казахстанская,7.27
2019,на 1000 родившихся,женщины,Город,Жымбылская,10.02
2019,на 1000 родившихся,женщины,Город,Карагандинская,9.76
2019,на 1000 родившихся,женщины,Город,Костанайская,6.62
2019,на 1000 родившихся,женщины,Город,Кызылординская,11.49
2019,на 1000 родившихся,женщины,Город,Мангистауская,11.46
2019,на 1000 родившихся,женщины,Город,Павлодарская,7.68
2019,на 1000 родившихся,женщины,Город,Северо-Казахстанская,8.7
2019,на 1000 родившихся,женщины,Город,Туркестанская,8.86
2019,на 1000 родившихся,женщины,Город,Восточно-Казахстанская,10.02
2019,на 1000 родившихся,женщины,Город,г_Нур-Султан,7.35
2019,на 1000 родившихся,женщины,Город,г_Алматы,8.1
2019,на 1000 родившихся,женщины,Город,г_Шымкент,9.32
2019,на 1000 родившихся,женщины,сельское население,,9.38
2019,на 1000 родившихся,женщины,сельское население,Акмолинская,10.36
2019,на 1000 родившихся,женщины,сельское население,Актюбинская,11.39
2019,на 1000 родившихся,женщины,сельское население,Алматинская,7.41
2019,на 1000 родившихся,женщины,сельское население,Атырауская,9.39
2019,на 1000 родившихся,женщины,сельское население,Западно-Казахстанская,5.97
2019,на 1000 родившихся,женщины,сельское население,Жымбылская,9.07
2019,на 1000 родившихся,женщины,сельское население,Карагандинская,7.51
2019,на 1000 родившихся,женщины,сельское население,Костанайская,9.39
2019,на 1000 родившихся,женщины,сельское население,Кызылординская,9.9
2019,на 1000 родившихся,женщины,сельское население,Мангистауская,9.62
2019,на 1000 родившихся,женщины,сельское население,Павлодарская,7.36
2019,на 1000 родившихся,женщины,сельское население,Северо-Казахстанская,10.52
2019,на 1000 родившихся,женщины,сельское население,Туркестанская,11.41
2019,на 1000 родившихся,женщины,сельское население,Восточно-Казахстанская,9.97
